Ord_id;Prod_id;Ship_id;Cust_id;Sales;Discount;Order_Quantity;Product_Base_Margin;Customer_Name;Province;Region;Customer_Segment;Cust_id;Order_Date;Order_Priority;Ord_id;Order_ID;Ship_Mode;Ship_Date;Ship_id;Product_Category;Product_Sub_Category;Prod_id
Ord_2655;Prod_15;SHP_3632;Cust_1025;55975;0,07;4;0,74;VIVEK GRADY;ONTARIO;ONTARIO;CORPORATE;Cust_1025;2011-07-28;MEDIUM;Ord_2655;21089;DELIVERY TRUCK;2011-07-30;SHP_3632;FURNITURE;CHAIRS & CHAIRMATS;Prod_15
Ord_2656;Prod_17;SHP_3634;Cust_1026;194655;0,07;1;0,38;LINDSAY SHAGIARI;ONTARIO;ONTARIO;HOME OFFICE;Cust_1026;2012-10-28;NOT SPECIFIED;Ord_2656;21634;REGULAR AIR;2012-10-31;SHP_3634;TECHNOLOGY;OFFICE MACHINES;Prod_17
Ord_2656;Prod_2;SHP_3633;Cust_1026;161173;0,01;8;0,58;LINDSAY SHAGIARI;ONTARIO;ONTARIO;HOME OFFICE;Cust_1026;2012-10-28;NOT SPECIFIED;Ord_2656;21634;DELIVERY TRUCK;2012-10-29;SHP_3633;OFFICE SUPPLIES;APPLIANCES;Prod_2
Ord_2657;Prod_4;SHP_3635;Cust_992;474793;0,09;5;0,58;ARTHUR PRICHEP;ONTARIO;ONTARIO;HOME OFFICE;Cust_992;2012-10-15;HIGH;Ord_2657;21665;EXPRESS AIR;2012-10-16;SHP_3635;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2658;Prod_5;SHP_3637;Cust_1006;108266;0,08;14;0,74;XYLONA PRICE;ONTARIO;ONTARIO;CORPORATE;Cust_1006;2012-12-06;LOW;Ord_2658;21729;REGULAR AIR;2012-12-13;SHP_3637;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_2658;Prod_3;SHP_3636;Cust_1006;12098;0;28;0,38;XYLONA PRICE;ONTARIO;ONTARIO;CORPORATE;Cust_1006;2012-12-06;LOW;Ord_2658;21729;REGULAR AIR;2012-12-10;SHP_3636;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_2659;Prod_8;SHP_3638;Cust_1016;474464;0,04;46;0,52;VIVEK GRADY;ONTARIO;ONTARIO;HOME OFFICE;Cust_1016;2012-05-06;LOW;Ord_2659;21796;REGULAR AIR;2012-05-10;SHP_3638;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_2659;Prod_4;SHP_3639;Cust_1016;408255;0,01;2;0,58;VIVEK GRADY;ONTARIO;ONTARIO;HOME OFFICE;Cust_1016;2012-05-06;LOW;Ord_2659;21796;REGULAR AIR;2012-05-06;SHP_3639;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2659;Prod_9;SHP_3640;Cust_1016;60713;0,01;41;0,38;VIVEK GRADY;ONTARIO;ONTARIO;HOME OFFICE;Cust_1016;2012-05-06;LOW;Ord_2659;21796;REGULAR AIR;2012-05-13;SHP_3640;OFFICE SUPPLIES;ENVELOPES;Prod_9
Ord_2659;Prod_7;SHP_3641;Cust_1016;3422;0,07;31;0,38;VIVEK GRADY;ONTARIO;ONTARIO;HOME OFFICE;Cust_1016;2012-05-06;LOW;Ord_2659;21796;REGULAR AIR;2012-05-11;SHP_3641;OFFICE SUPPLIES;RUBBER BANDS;Prod_7
Ord_266;Prod_5;SHP_364;Cust_53;3068;0,02;15;0,53;ALLEN ROSENBLATT;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;SMALL BUSINESS;Cust_53;2009-07-27;NOT SPECIFIED;Ord_266;44708;REGULAR AIR;2009-07-28;SHP_364;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_2660;Prod_2;SHP_3642;Cust_999;499803;0,09;14;0,57;SALLY HUGHSBY;ONTARIO;ONTARIO;CONSUMER;Cust_999;2009-06-05;HIGH;Ord_2660;21958;REGULAR AIR;2009-06-06;SHP_3642;OFFICE SUPPLIES;APPLIANCES;Prod_2
Ord_2661;Prod_3;SHP_3643;Cust_1015;32311;0;14;0,37;STEVE NGUYEN;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1015;2010-06-10;NOT SPECIFIED;Ord_2661;22468;REGULAR AIR;2010-06-10;SHP_3643;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_2661;Prod_5;SHP_3645;Cust_1015;16375;0;19;0,41;STEVE NGUYEN;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1015;2010-06-10;NOT SPECIFIED;Ord_2661;22468;REGULAR AIR;2010-06-12;SHP_3645;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_2661;Prod_6;SHP_3644;Cust_1015;651;0,03;11;0,39;STEVE NGUYEN;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1015;2010-06-10;NOT SPECIFIED;Ord_2661;22468;REGULAR AIR;2010-06-11;SHP_3644;OFFICE SUPPLIES;PAPER;Prod_6
Ord_2662;Prod_11;SHP_3647;Cust_1007;6170912;0,04;35;0,77;JOHN LUCAS;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1007;2010-06-29;CRITICAL;Ord_2662;22626;DELIVERY TRUCK;2010-07-01;SHP_3647;FURNITURE;TABLES;Prod_11
Ord_2662;Prod_6;SHP_3646;Cust_1007;9093;0,02;17;0,36;JOHN LUCAS;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1007;2010-06-29;CRITICAL;Ord_2662;22626;REGULAR AIR;2010-07-01;SHP_3646;OFFICE SUPPLIES;PAPER;Prod_6
Ord_2663;Prod_11;SHP_3649;Cust_991;72088;0,02;26;0,75;STUART CALHOUN;ONTARIO;ONTARIO;CONSUMER;Cust_991;2009-05-24;HIGH;Ord_2663;23205;DELIVERY TRUCK;2009-05-25;SHP_3649;FURNITURE;TABLES;Prod_11
Ord_2663;Prod_2;SHP_3648;Cust_991;31962;0,08;8;0,06;STUART CALHOUN;ONTARIO;ONTARIO;CONSUMER;Cust_991;2009-05-24;HIGH;Ord_2663;23205;EXPRESS AIR;2009-05-25;SHP_3648;OFFICE SUPPLIES;APPLIANCES;Prod_2
Ord_2663;Prod_8;SHP_3648;Cust_991;26339;0,08;32;0,77;STUART CALHOUN;ONTARIO;ONTARIO;CONSUMER;Cust_991;2009-05-24;HIGH;Ord_2663;23205;EXPRESS AIR;2009-05-25;SHP_3648;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_2664;Prod_3;SHP_3650;Cust_1023;10157;0,01;45;0,38;KEAN NGUYEN;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1023;2010-04-29;HIGH;Ord_2664;23394;REGULAR AIR;2010-04-30;SHP_3650;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_2665;Prod_8;SHP_3651;Cust_1020;10767;0,01;2;0,73;KATHERINE NOCKTON;ONTARIO;ONTARIO;HOME OFFICE;Cust_1020;2012-06-06;LOW;Ord_2665;24390;EXPRESS AIR;2012-06-08;SHP_3651;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_2666;Prod_4;SHP_3652;Cust_1017;2368168;0;30;0,39;BEN FERRER;ONTARIO;ONTARIO;CORPORATE;Cust_1017;2012-04-29;MEDIUM;Ord_2666;24643;REGULAR AIR;2012-05-01;SHP_3652;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2667;Prod_8;SHP_3653;Cust_427;3399;0,09;7;0,72;JANET MOLINARI;ONTARIO;ONTARIO;CORPORATE;Cust_427;2011-05-07;NOT SPECIFIED;Ord_2667;24679;REGULAR AIR;2011-05-08;SHP_3653;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_2668;Prod_3;SHP_3654;Cust_999;392825;0,04;9;0,35;SALLY HUGHSBY;ONTARIO;ONTARIO;CONSUMER;Cust_999;2010-10-30;CRITICAL;Ord_2668;25062;REGULAR AIR;2010-11-01;SHP_3654;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_2668;Prod_2;SHP_3654;Cust_999;7879;0,03;5;0,52;SALLY HUGHSBY;ONTARIO;ONTARIO;CONSUMER;Cust_999;2010-10-30;CRITICAL;Ord_2668;25062;REGULAR AIR;2010-11-01;SHP_3654;OFFICE SUPPLIES;APPLIANCES;Prod_2
Ord_2669;Prod_13;SHP_3655;Cust_1014;19521;0,07;29;0,47;MATT CONNELL;ONTARIO;ONTARIO;CORPORATE;Cust_1014;2012-10-15;CRITICAL;Ord_2669;25152;REGULAR AIR;2012-10-17;SHP_3655;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_267;Prod_4;SHP_365;Cust_79;54077;0,07;1;0,83;DOROTHY WARDLE;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;CORPORATE;Cust_79;2009-03-31;NOT SPECIFIED;Ord_267;44772;EXPRESS AIR;2009-04-02;SHP_365;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2670;Prod_4;SHP_3656;Cust_994;47250905;0,01;47;0,57;JIM KRIZ;ONTARIO;ONTARIO;CONSUMER;Cust_994;2012-04-24;CRITICAL;Ord_2670;25478;REGULAR AIR;2012-04-24;SHP_3656;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2670;Prod_7;SHP_3657;Cust_994;28676;0,09;50;0,35;JIM KRIZ;ONTARIO;ONTARIO;CONSUMER;Cust_994;2012-04-24;CRITICAL;Ord_2670;25478;REGULAR AIR;2012-04-26;SHP_3657;OFFICE SUPPLIES;RUBBER BANDS;Prod_7
Ord_2671;Prod_3;SHP_3658;Cust_992;740649;0,03;4;0,36;ARTHUR PRICHEP;ONTARIO;ONTARIO;HOME OFFICE;Cust_992;2012-07-30;MEDIUM;Ord_2671;26469;REGULAR AIR;2012-08-01;SHP_3658;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_2671;Prod_6;SHP_3659;Cust_992;35001;0,04;50;0,37;ARTHUR PRICHEP;ONTARIO;ONTARIO;HOME OFFICE;Cust_992;2012-07-30;MEDIUM;Ord_2671;26469;REGULAR AIR;2012-07-31;SHP_3659;OFFICE SUPPLIES;PAPER;Prod_6
Ord_2672;Prod_3;SHP_3660;Cust_995;1808176;0,03;41;0,35;HAROLD RYAN;ONTARIO;ONTARIO;HOME OFFICE;Cust_995;2009-03-21;HIGH;Ord_2672;26470;REGULAR AIR;2009-03-22;SHP_3660;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_2673;Prod_1;SHP_3661;Cust_1027;2133727;0,02;49;0,58;CATHY PRESCOTT;ONTARIO;ONTARIO;CORPORATE;Cust_1027;2009-10-21;MEDIUM;Ord_2673;26565;REGULAR AIR;2009-10-22;SHP_3661;OFFICE SUPPLIES;STORAGE & ORGANIZATION;Prod_1
Ord_2674;Prod_6;SHP_3662;Cust_994;1581;0,06;2;0,36;JIM KRIZ;ONTARIO;ONTARIO;CONSUMER;Cust_994;2010-03-06;CRITICAL;Ord_2674;26852;REGULAR AIR;2010-03-08;SHP_3662;OFFICE SUPPLIES;PAPER;Prod_6
Ord_2675;Prod_5;SHP_3663;Cust_1028;80216;0,01;41;0,57;LIZ WILLINGHAM;ONTARIO;ONTARIO;CORPORATE;Cust_1028;2012-08-05;CRITICAL;Ord_2675;27299;REGULAR AIR;2012-08-07;SHP_3663;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_2676;Prod_8;SHP_3664;Cust_1029;33331;0,01;50;0,79;STEPHANIE ULPRIGHT;ONTARIO;ONTARIO;CONSUMER;Cust_1029;2012-09-30;NOT SPECIFIED;Ord_2676;27300;REGULAR AIR;2012-10-01;SHP_3664;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_2676;Prod_13;SHP_3665;Cust_1029;5568;0,04;27;0,57;STEPHANIE ULPRIGHT;ONTARIO;ONTARIO;CONSUMER;Cust_1029;2012-09-30;NOT SPECIFIED;Ord_2676;27300;REGULAR AIR;2012-09-30;SHP_3665;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_2677;Prod_12;SHP_3666;Cust_1010;5613;0,02;18;0,36;ROBERT MARLEY;ONTARIO;ONTARIO;CORPORATE;Cust_1010;2012-02-08;LOW;Ord_2677;27557;REGULAR AIR;2012-02-13;SHP_3666;OFFICE SUPPLIES;LABELS;Prod_12
Ord_2678;Prod_9;SHP_3667;Cust_1026;9483;0,02;12;0,36;LINDSAY SHAGIARI;ONTARIO;ONTARIO;HOME OFFICE;Cust_1026;2010-09-24;HIGH;Ord_2678;27654;REGULAR AIR;2010-09-26;SHP_3667;OFFICE SUPPLIES;ENVELOPES;Prod_9
Ord_2679;Prod_13;SHP_3668;Cust_996;13042021;0,06;1;0,06;JOHN LUCAS;ONTARIO;ONTARIO;CORPORATE;Cust_996;2011-09-05;LOW;Ord_2679;27684;REGULAR AIR;2011-09-07;SHP_3668;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_268;Prod_5;SHP_366;Cust_109;89997;0,09;27;0,55;JULIA WEST;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;CONSUMER;Cust_109;2012-06-11;CRITICAL;Ord_268;44839;EXPRESS AIR;2012-06-13;SHP_366;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_2680;Prod_3;SHP_3669;Cust_1030;19759;0,09;31;0,37;ODELLA NELSON;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1030;2011-03-04;NOT SPECIFIED;Ord_2680;27811;REGULAR AIR;2011-03-06;SHP_3669;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_2680;Prod_3;SHP_3997;Cust_1030;739;0,06;4;0,37;ODELLA NELSON;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1030;2011-03-04;NOT SPECIFIED;Ord_2680;27811;REGULAR AIR;2011-03-05;SHP_3997;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_2681;Prod_13;SHP_3670;Cust_992;1061975;0,08;1;0,38;ARTHUR PRICHEP;ONTARIO;ONTARIO;HOME OFFICE;Cust_992;2010-09-02;MEDIUM;Ord_2681;28064;REGULAR AIR;2010-09-02;SHP_3670;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_2681;Prod_13;SHP_3670;Cust_992;85645;0,03;43;0,44;ARTHUR PRICHEP;ONTARIO;ONTARIO;HOME OFFICE;Cust_992;2010-09-02;MEDIUM;Ord_2681;28064;REGULAR AIR;2010-09-02;SHP_3670;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_2682;Prod_8;SHP_3673;Cust_1021;249324;0,03;25;0,52;DENNY BLANTON;ONTARIO;ONTARIO;HOME OFFICE;Cust_1021;2009-03-13;CRITICAL;Ord_2682;28258;REGULAR AIR;2009-03-14;SHP_3673;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_2682;Prod_4;SHP_3672;Cust_1021;201178;0,07;2;0,06;DENNY BLANTON;ONTARIO;ONTARIO;HOME OFFICE;Cust_1021;2009-03-13;CRITICAL;Ord_2682;28258;REGULAR AIR;2009-03-13;SHP_3672;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2683;Prod_12;SHP_3674;Cust_1002;905;0,03;28;0,37;STEVE NGUYEN;ONTARIO;ONTARIO;CONSUMER;Cust_1002;2010-08-01;MEDIUM;Ord_2683;28321;REGULAR AIR;2010-08-01;SHP_3674;OFFICE SUPPLIES;LABELS;Prod_12
Ord_2684;Prod_6;SHP_3675;Cust_456;1574;0,07;25;0,37;SEAN O'DONNELL;ONTARIO;ONTARIO;CORPORATE;Cust_456;2012-08-06;MEDIUM;Ord_2684;28454;REGULAR AIR;2012-08-07;SHP_3675;OFFICE SUPPLIES;PAPER;Prod_6
Ord_2685;Prod_4;SHP_3676;Cust_999;617219;0,03;11;0,58;SALLY HUGHSBY;ONTARIO;ONTARIO;CONSUMER;Cust_999;2011-12-03;LOW;Ord_2685;29255;EXPRESS AIR;2011-12-07;SHP_3676;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2686;Prod_4;SHP_3677;Cust_478;2738785;0,07;29;0,58;JAS O'CARROLL;ONTARIO;ONTARIO;CORPORATE;Cust_478;2011-11-18;MEDIUM;Ord_2686;29383;REGULAR AIR;2011-11-20;SHP_3677;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2686;Prod_5;SHP_3678;Cust_478;21742;0,09;30;0,42;JAS O'CARROLL;ONTARIO;ONTARIO;CORPORATE;Cust_478;2011-11-18;MEDIUM;Ord_2686;29383;REGULAR AIR;2011-11-19;SHP_3678;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_2686;Prod_6;SHP_3678;Cust_478;19511;0,04;28;0,37;JAS O'CARROLL;ONTARIO;ONTARIO;CORPORATE;Cust_478;2011-11-18;MEDIUM;Ord_2686;29383;REGULAR AIR;2011-11-19;SHP_3678;OFFICE SUPPLIES;PAPER;Prod_6
Ord_2686;Prod_8;SHP_3677;Cust_478;15713;0,07;20;0,74;JAS O'CARROLL;ONTARIO;ONTARIO;CORPORATE;Cust_478;2011-11-18;MEDIUM;Ord_2686;29383;REGULAR AIR;2011-11-20;SHP_3677;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_2687;Prod_11;SHP_3679;Cust_999;3049632;0,04;14;0,66;SALLY HUGHSBY;ONTARIO;ONTARIO;CONSUMER;Cust_999;2012-02-09;LOW;Ord_2687;29507;DELIVERY TRUCK;2012-02-11;SHP_3679;FURNITURE;TABLES;Prod_11
Ord_2687;Prod_4;SHP_3680;Cust_999;1274949;0,05;41;0,55;SALLY HUGHSBY;ONTARIO;ONTARIO;CONSUMER;Cust_999;2012-02-09;LOW;Ord_2687;29507;REGULAR AIR;2012-02-14;SHP_3680;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2688;Prod_11;SHP_3681;Cust_1031;265756;0,01;18;0,07;SALLY HUGHSBY;ONTARIO;ONTARIO;HOME OFFICE;Cust_1031;2010-06-03;NOT SPECIFIED;Ord_2688;29572;DELIVERY TRUCK;2010-06-04;SHP_3681;FURNITURE;TABLES;Prod_11
Ord_2689;Prod_13;SHP_3682;Cust_1030;2435;0,09;44;0,51;ODELLA NELSON;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1030;2009-12-04;NOT SPECIFIED;Ord_2689;29889;REGULAR AIR;2009-12-07;SHP_3682;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_269;Prod_4;SHP_367;Cust_52;67899275;0,08;40;0,59;RALPH KNIGHT;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;CONSUMER;Cust_52;2010-09-01;NOT SPECIFIED;Ord_269;45217;REGULAR AIR;2010-09-02;SHP_367;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2690;Prod_5;SHP_3683;Cust_1014;60698;0,05;43;0,54;MATT CONNELL;ONTARIO;ONTARIO;CORPORATE;Cust_1014;2010-09-07;LOW;Ord_2690;29894;REGULAR AIR;2010-09-16;SHP_3683;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_2690;Prod_6;SHP_3683;Cust_1014;30162;0,09;48;0,37;MATT CONNELL;ONTARIO;ONTARIO;CORPORATE;Cust_1014;2010-09-07;LOW;Ord_2690;29894;REGULAR AIR;2010-09-16;SHP_3683;OFFICE SUPPLIES;PAPER;Prod_6
Ord_2691;Prod_5;SHP_3685;Cust_997;31119;0,03;33;0,57;ALEJANDRO GROVE;ONTARIO;ONTARIO;CORPORATE;Cust_997;2012-09-01;NOT SPECIFIED;Ord_2691;30054;REGULAR AIR;2012-09-03;SHP_3685;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_2692;Prod_4;SHP_3686;Cust_1026;17520965;0,01;46;0,57;LINDSAY SHAGIARI;ONTARIO;ONTARIO;HOME OFFICE;Cust_1026;2012-07-16;LOW;Ord_2692;30208;REGULAR AIR;2012-07-16;SHP_3686;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2693;Prod_16;SHP_3687;Cust_1021;17422;0,03;21;0,59;DENNY BLANTON;ONTARIO;ONTARIO;HOME OFFICE;Cust_1021;2011-03-24;CRITICAL;Ord_2693;30369;REGULAR AIR;2011-03-25;SHP_3687;OFFICE SUPPLIES;SCISSORS, RULERS AND TRIMMERS;Prod_16
Ord_2693;Prod_6;SHP_3687;Cust_1021;7681;0;13;0,38;DENNY BLANTON;ONTARIO;ONTARIO;HOME OFFICE;Cust_1021;2011-03-24;CRITICAL;Ord_2693;30369;REGULAR AIR;2011-03-25;SHP_3687;OFFICE SUPPLIES;PAPER;Prod_6
Ord_2694;Prod_2;SHP_3688;Cust_995;72515;0,05;35;0,57;HAROLD RYAN;ONTARIO;ONTARIO;HOME OFFICE;Cust_995;2009-11-25;MEDIUM;Ord_2694;30726;REGULAR AIR;2009-11-26;SHP_3688;OFFICE SUPPLIES;APPLIANCES;Prod_2
Ord_2695;Prod_2;SHP_3689;Cust_1023;116629;0,07;28;0,56;KEAN NGUYEN;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1023;2012-07-25;MEDIUM;Ord_2695;30727;EXPRESS AIR;2012-07-27;SHP_3689;OFFICE SUPPLIES;APPLIANCES;Prod_2
Ord_2696;Prod_4;SHP_3691;Cust_1006;28360505;0,01;25;0,59;XYLONA PRICE;ONTARIO;ONTARIO;CORPORATE;Cust_1006;2009-01-16;LOW;Ord_2696;30915;REGULAR AIR;2009-01-21;SHP_3691;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2696;Prod_13;SHP_3690;Cust_1006;6278;0,04;20;0,57;XYLONA PRICE;ONTARIO;ONTARIO;CORPORATE;Cust_1006;2009-01-16;LOW;Ord_2696;30915;EXPRESS AIR;2009-01-16;SHP_3690;OFFICE SUPPLIES;PENS & ART SUPPLIES;Prod_13
Ord_2697;Prod_3;SHP_3692;Cust_456;70116;0,08;4;0,39;SEAN O'DONNELL;ONTARIO;ONTARIO;CORPORATE;Cust_456;2010-11-29;LOW;Ord_2697;31072;REGULAR AIR;2010-12-04;SHP_3692;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_2698;Prod_1;SHP_3694;Cust_992;432226;0,07;26;0,85;ARTHUR PRICHEP;ONTARIO;ONTARIO;HOME OFFICE;Cust_992;2010-07-25;MEDIUM;Ord_2698;31073;REGULAR AIR;2010-07-25;SHP_3694;OFFICE SUPPLIES;STORAGE & ORGANIZATION;Prod_1
Ord_2698;Prod_5;SHP_3693;Cust_992;181876;0,02;39;0,44;ARTHUR PRICHEP;ONTARIO;ONTARIO;HOME OFFICE;Cust_992;2010-07-25;MEDIUM;Ord_2698;31073;REGULAR AIR;2010-07-28;SHP_3693;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_2699;Prod_11;SHP_3695;Cust_1032;125118;0,05;37;0,65;ARTHUR PRICHEP;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1032;2009-01-21;HIGH;Ord_2699;31138;DELIVERY TRUCK;2009-01-23;SHP_3695;FURNITURE;TABLES;Prod_11
Ord_27;Prod_15;SHP_37;Cust_22;1422382;0,09;30;0,06;EDWARD HOOKS;NUNAVUT;NUNAVUT;CONSUMER;Cust_22;2010-12-09;NOT SPECIFIED;Ord_27;2976;DELIVERY TRUCK;2010-12-11;SHP_37;FURNITURE;CHAIRS & CHAIRMATS;Prod_15
Ord_270;Prod_15;SHP_368;Cust_99;74829;0,02;5;0,76;MICHELLE LONSDALE;NORTHWEST TERRITORIES;NORTHWEST TERRITORIES;CORPORATE;Cust_99;2012-08-09;CRITICAL;Ord_270;45440;DELIVERY TRUCK;2012-08-11;SHP_368;FURNITURE;CHAIRS & CHAIRMATS;Prod_15
Ord_2700;Prod_4;SHP_3696;Cust_999;169354;0,09;24;0,06;SALLY HUGHSBY;ONTARIO;ONTARIO;CONSUMER;Cust_999;2012-08-18;LOW;Ord_2700;31173;EXPRESS AIR;2012-08-25;SHP_3696;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2701;Prod_6;SHP_3697;Cust_1024;59362;0,02;14;0,36;LAURA ARMSTRONG;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1024;2011-07-31;HIGH;Ord_2701;31812;REGULAR AIR;2011-08-02;SHP_3697;OFFICE SUPPLIES;PAPER;Prod_6
Ord_2701;Prod_7;SHP_3697;Cust_1024;3852;0,06;31;0,81;LAURA ARMSTRONG;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_1024;2011-07-31;HIGH;Ord_2701;31812;REGULAR AIR;2011-08-02;SHP_3697;OFFICE SUPPLIES;RUBBER BANDS;Prod_7
Ord_2702;Prod_8;SHP_3698;Cust_994;11962;0,03;37;0,79;JIM KRIZ;ONTARIO;ONTARIO;CONSUMER;Cust_994;2010-07-20;LOW;Ord_2702;32002;REGULAR AIR;2010-07-24;SHP_3698;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_2702;Prod_5;SHP_3699;Cust_994;9855;0,07;7;0,43;JIM KRIZ;ONTARIO;ONTARIO;CONSUMER;Cust_994;2010-07-20;LOW;Ord_2702;32002;REGULAR AIR;2010-07-20;SHP_3699;FURNITURE;OFFICE FURNISHINGS;Prod_5
Ord_2703;Prod_4;SHP_3702;Cust_579;2597175;0,02;38;0,06;LENA RADFORD;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_579;2010-07-23;HIGH;Ord_2703;32323;REGULAR AIR;2010-07-25;SHP_3702;TECHNOLOGY;TELEPHONES AND COMMUNICATION;Prod_4
Ord_2703;Prod_6;SHP_3701;Cust_579;7581;0,06;3;0,39;LENA RADFORD;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_579;2010-07-23;HIGH;Ord_2703;32323;REGULAR AIR;2010-07-23;SHP_3701;OFFICE SUPPLIES;PAPER;Prod_6
Ord_2703;Prod_8;SHP_3700;Cust_579;2875;0,01;3;0,61;LENA RADFORD;ONTARIO;ONTARIO;SMALL BUSINESS;Cust_579;2010-07-23;HIGH;Ord_2703;32323;REGULAR AIR;2010-07-24;SHP_3700;TECHNOLOGY;COMPUTER PERIPHERALS;Prod_8
Ord_2704;Prod_3;SHP_3703;Cust_1033;8389;0,05;12;0,37;RYAN AKIN;ONTARIO;ONTARIO;CONSUMER;Cust_1033;2011-03-31;CRITICAL;Ord_2704;32454;REGULAR AIR;2011-04-01;SHP_3703;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_2705;Prod_9;SHP_3704;Cust_1010;6019;0,01;7;0,38;ROBERT MARLEY;ONTARIO;ONTARIO;CORPORATE;Cust_1010;2010-10-24;CRITICAL;Ord_2705;32516;REGULAR AIR;2010-10-26;SHP_3704;OFFICE SUPPLIES;ENVELOPES;Prod_9
Ord_2705;Prod_3;SHP_3704;Cust_1010;4396;0,03;15;0,39;ROBERT MARLEY;ONTARIO;ONTARIO;CORPORATE;Cust_1010;2010-10-24;CRITICAL;Ord_2705;32516;REGULAR AIR;2010-10-26;SHP_3704;OFFICE SUPPLIES;BINDERS AND BINDER ACCESSORIES;Prod_3
Ord_2706;Prod_2;SHP_3705;Cust_1006;136191;0,05;20;0,59;XYLONA PRICE;ONTARIO;ONTARIO;CORPORATE;Cust_1006;2012-05-22;HIGH;Ord_2706;32608;REGULAR AIR;2012-05-24;SHP_3705;OFFICE SUPPLIES;APPLIANCES;Prod_2
